age,workclass,fnlwgt,capital-gain
37, Private,130200,0
17, Private,98005,0
47, Private,308857,0
51, Private,108914,0
64, Local-gov,210464,0
30, Private,172748,0
27, Private,192140,0
21, Private,126568,0
50, Private,179339,0
43, Local-gov,31621,0
39, Private,365009,0
20, Private,344698,0
42, Private,159911,0
25, Private,389456,0
48, Private,167472,0
17, Private,201412,594
26, Self-emp-not-inc,331861,0
58, Private,97541,0
34, Private,71865,0
29, Private,196564,0
19, Private,218956,0
27, Private,37359,0
41, Private,184630,4416
17, Local-gov,161955,0
24, Private,200089,0
39, Self-emp-not-inc,193026,0
72, Self-emp-not-inc,336423,0
52, State-gov,184529,0
30, Private,153876,0
22, Private,269687,0
27, Private,153805,0
43, Private,151504,0
45, Private,330087,0
59, Private,164970,0
23, Private,239539,0
55, Self-emp-not-inc,50215,0
51, Local-gov,80123,0
54, ?,55139,0
44, ?,276096,0
41, Private,222813,0
24, Private,172232,0
54, Self-emp-not-inc,386773,0
38, Private,87556,0
38, State-gov,169926,0
41, Private,104196,0
34, Private,320027,0
59, Private,116637,0
33, Private,307640,0
69, ?,138386,1409
25, Private,269015,0
30, Private,90308,0
41, Local-gov,39581,4101
49, Self-emp-not-inc,241688,0
22, Local-gov,467759,0
39, Private,303677,0
56, Private,47392,0
37, Private,97925,0
18, Local-gov,243240,0
29, Private,472344,0
41, Private,177054,0
43, Local-gov,212206,0
34, Private,244147,0
29, Private,167336,0
43, State-gov,135060,0
49, Private,52184,0
31, Private,159187,0
35, Federal-gov,22494,0
36, Private,219745,0
67, Private,113323,0
36, Private,181099,0
26, Private,216741,0
51, Local-gov,106365,0
45, Private,124973,0
37, Private,73199,0
49, Federal-gov,362679,0
29, Private,197222,0
56, Private,33115,0
42, Federal-gov,37997,0
47, Private,162067,0
35, Private,133839,0
33, Self-emp-not-inc,398874,0
26, Self-emp-inc,289224,0
19, Private,261259,0
61, Private,438587,0
31, Private,271162,0
66, ?,115880,0
21, Private,29810,0
19, Private,277695,0
35, Private,277347,0
43, ?,220445,0
29, Private,231507,0
28, Private,184477,0
24, Private,174714,0
24, Private,118792,0
46, Local-gov,274689,0
24, Private,148315,0
24, Private,99844,0
36, State-gov,143437,0
22, Private,114357,0
46, ?,427055,0
68, Local-gov,137518,0
33, Private,183125,0
28, Private,269317,0
46, State-gov,107682,0
30, Private,159589,0
50, Private,46401,0
69, Self-emp-not-inc,164754,0
63, ?,109446,0
33, Private,314068,0
22, Private,242138,0
39, Federal-gov,203070,0
39, Private,266960,0
29, Self-emp-not-inc,239511,0
65, ?,244749,0
23, Private,244698,0
25, Private,207258,0
61, Private,111563,0
50, Private,233149,0
61, Private,166789,0
54, Self-emp-inc,22743,99999
41, Local-gov,180599,0
38, Private,28738,0
38, Private,259846,0
24, Self-emp-inc,158950,0
23, Private,185948,0
67, ?,187553,0
49, Private,169092,5178
40, Private,129298,0
36, Private,120204,0
49, Local-gov,229337,0
43, Private,183674,0
34, Private,538243,0
38, Private,108947,2174
35, Private,128516,0
28, Private,147560,0
36, Private,131808,4386
33, Private,234537,0
46, Local-gov,165160,0
51, Private,90275,0
26, Local-gov,143583,0
27, Self-emp-not-inc,210020,0
26, Private,135603,0
59, ?,441227,7298
38, Private,341943,0
64, Private,38274,0
35, Private,327435,0
27, Federal-gov,175262,0
24, Private,376474,0
38, Private,171150,3781
32, Private,459465,0
37, Local-gov,188391,0
37, Private,196373,0
28, Private,122913,0
35, State-gov,37314,0
37, Private,198492,0
47, Self-emp-not-inc,20946,0
20, Private,281608,0
31, Self-emp-not-inc,213643,0
18, Private,39222,0
23, Private,208238,0
53, Private,261207,0
36, Private,131192,0
75, Private,148214,0
54, Self-emp-not-inc,155965,0
25, Private,269004,0
47, Self-emp-not-inc,97883,0
52, Private,177942,0
38, Local-gov,360494,0
45, Self-emp-not-inc,45136,99999
28, Private,173483,5013
19, Private,205953,0
41, Private,169823,0
18, Private,99591,0
42, Private,32627,0
30, Private,378009,0
48, Private,233511,0
51, Private,173987,0
45, Private,162302,0
24, Private,192812,0
65, Private,217661,0
61, Private,353031,0
21, Private,155483,0
41, Self-emp-not-inc,274158,0
35, Local-gov,26987,0
49, Private,68493,0
19, ?,257421,0
26, Private,38257,0
22, Local-gov,175586,0
49, Private,316323,0
36, Private,117802,0
18, Self-emp-not-inc,454950,0
17, Private,284277,1055
32, State-gov,90409,0
43, Private,248094,0
29, Private,138692,0
46, Private,173938,15024
65, ?,146722,0
31, Private,145439,0
24, Private,324445,0
32, Private,176410,0
25, Private,129275,0
28, Private,399123,0
51, Private,76044,4787
28, Private,87632,0
33, Private,269605,0
46, Private,37718,0
70, ?,162659,0
45, Self-emp-not-inc,277434,0
28, Private,209205,0
75, ?,34235,2964
41, Private,141186,0
48, Private,123681,0
31, Private,174215,0
17, Private,96354,0
64, ?,109108,0
37, Private,107302,0
51, Local-gov,250054,0
51, Private,50459,0
57, Local-gov,22975,0
29, Private,97189,0
28, Private,238859,0
26, State-gov,239303,3942
33, Private,310655,0
42, Private,276218,0
30, Private,94235,0
45, Private,135339,0
20, Private,199703,0
36, Private,52532,0
64, State-gov,186376,5178
29, Private,229124,0
18, Private,152508,0
45, Private,54260,0
31, Private,48520,0
66, Self-emp-not-inc,439777,0
49, Private,191389,0
45, Private,118714,0
22, Private,34616,0
29, ?,199074,0
20, ?,112858,0
22, Private,199555,0
21, ?,211013,0
46, Private,107425,0
62, Private,106549,0
41, State-gov,110556,0
46, Self-emp-not-inc,265097,0
41, Private,215219,0
61, Self-emp-not-inc,142988,0
64, Private,239450,0
18, Private,162084,0
34, Private,83066,0
36, Private,181705,0
80, Private,138737,0
24, Federal-gov,332194,0
20, Private,291979,0
64, Private,162761,2354
21, Private,153643,0
52, Private,30908,0
31, Private,92179,0
66, Self-emp-inc,50408,0
50, Federal-gov,191013,0
62, Private,170969,0
19, ?,302229,0
49, Private,80026,0
33, Private,93056,0
38, Local-gov,414791,0
20, Private,37894,0
31, Local-gov,164243,0
41, Self-emp-not-inc,36651,0
22, Self-emp-not-inc,26248,0
41, Private,244522,7688
39, Private,183279,7298
63, Private,177063,0
25, Private,220220,0
58, Private,180779,0
26, Private,238787,0
38, Private,32086,0
35, Private,302149,0
43, Self-emp-not-inc,136986,7298
47, State-gov,61062,2354
33, Private,260782,0
21, Private,82061,0
22, Private,254351,0
25, Private,128699,0
59, Private,171328,2202
24, ?,152719,0
42, Private,97688,7298
33, Private,199248,0
25, Private,67240,0
27, Private,1490400,0
36, Self-emp-not-inc,188503,0
40, Private,180206,0
27, Private,201872,0
36, Private,314373,0
36, Private,107737,0
44, Private,209093,0
48, Local-gov,218357,0
43, Private,163434,0
43, Private,326701,0
41, Private,164612,0
29, Self-emp-not-inc,37429,0
31, Private,408208,0
54, Private,105638,0
36, Private,81259,0
37, Private,201141,0
27, Private,394927,0
52, Federal-gov,165998,7298
40, Private,41888,0
24, Private,72887,0
49, Private,56551,5455
22, Private,227603,0
28, Private,203776,0
61, Private,202060,0
59, Private,178282,7688
31, Private,57151,0
35, Private,399455,0
37, Private,52630,0
42, Private,124692,0
21, Private,278254,0
40, Private,162098,0
23, Private,304143,0
37, Federal-gov,287031,0
38, Private,102478,0
36, Private,172425,0
48, Private,56664,0
42, Private,247514,0
30, Private,307353,0
37, Private,111129,0
29, Private,190539,0
47, Self-emp-inc,224314,0
47, Self-emp-not-inc,59987,0
33, Local-gov,111746,0
24, Private,162958,0
68, ?,129802,0
43, Private,303155,0
25, Private,301634,0
27, Private,156294,0
50, Private,145033,0
19, ?,768659,0
32, Private,134679,0
30, Private,188798,0
41, Private,122033,0
21, ?,223515,0
32, Private,235124,0
47, Private,341814,0
34, State-gov,764638,4787
47, Federal-gov,303637,0
31, Private,307543,0
45, Local-gov,151267,0
40, Private,157403,0
31, Private,124483,0
32, Private,26803,0
40, Private,131899,0
37, Private,119992,0
31, Private,198068,0
31, Private,264351,0
18, ?,352430,0
61, Private,29797,0
28, Private,54670,0
47, Private,192713,0
55, Self-emp-inc,79662,0
35, Private,190023,0
31, Private,301251,0
36, Private,115336,0
58, Self-emp-not-inc,98015,15024
33, Self-emp-not-inc,48189,0
33, Private,248754,0
30, Private,195602,0
45, State-gov,185797,3325
51, Private,192588,0
44, Private,160837,0
54, Local-gov,128378,0
42, Private,335846,0
19, Private,179991,0
31, Private,151763,0
34, Private,127875,0
27, Self-emp-not-inc,132686,0
44, Self-emp-inc,240900,0
35, Private,65876,0
46, State-gov,165852,0
30, Self-emp-not-inc,437458,0
63, Self-emp-not-inc,261995,0
37, Private,342480,0
58, Private,270131,0
48, Private,216414,0
30, Private,259425,0
45, Private,144086,0
63, Self-emp-not-inc,246124,0
53, Private,321865,0
42, Private,32080,0
31, Local-gov,201697,0
32, Local-gov,300687,0
27, Private,307724,0
60, Private,40856,0
24, ?,115085,0
37, State-gov,202139,0
34, Private,190151,0
40, Local-gov,208277,0
19, Private,107405,0
21, Private,194096,0
36, Private,162029,3325
46, Private,172155,0
51, Self-emp-inc,114674,0
27, Private,116298,0
50, Local-gov,320510,7298
31, Private,158144,0
34, Private,181651,0
32, Private,51150,0
41, State-gov,118544,0
54, Private,85423,0
34, Private,56460,0
28, Private,211208,0
17, Private,154337,0
22, Private,125542,0
47, Private,175847,0
34, Private,229731,0
45, Self-emp-not-inc,40666,2885
58, Federal-gov,215900,0
75, ?,186792,0
18, ?,151552,0
45, Private,122002,0
32, Private,32174,0
34, Private,349148,0
34, Private,209691,0
49, Private,163021,0
18, Local-gov,283342,0
41, ?,45186,0
41, Private,175398,0
30, Private,175455,0
17, Private,194946,0
58, ?,183869,3411
19, ?,167428,0
35, Private,227615,0
44, Local-gov,196797,0
28, Local-gov,273051,0
42, Local-gov,27085,0
45, Private,235646,0
25, ?,168358,0
40, Private,167725,0
20, Private,91819,0
27, Private,105830,0
59, Private,201159,0
18, Private,137363,0
27, Self-emp-not-inc,164725,3464
47, Private,29438,0
67, Private,131656,0
33, State-gov,35306,0
63, Private,198206,0
40, Private,103513,0
30, Private,143078,0
28, Private,109494,0
28, Private,52732,0
49, Self-emp-not-inc,164495,0
20, Self-emp-not-inc,105997,0
49, Federal-gov,105959,0
18, Private,216540,0
28, Private,159623,0
45, Federal-gov,87207,0
57, Private,47621,0
35, Private,190297,0
66, Private,48034,0
47, Local-gov,162236,0
57, Private,104724,0
25, Private,129806,0
35, Private,170174,0
23, Local-gov,265148,0
29, Private,192237,0
18, Private,406491,0
23, Private,231866,0
22, Private,292055,0
30, Private,140612,0
26, Private,191573,0
52, Private,203635,0
30, Private,171483,0
36, Private,68798,0
34, Private,31752,0
59, ?,291856,0
26, Private,135848,0
22, Private,72887,0
47, Private,275163,0
65, Private,29276,2538
50, Private,224207,0
50, Local-gov,237356,7298
29, Private,393829,0
58, Self-emp-not-inc,193720,0
56, Self-emp-not-inc,140729,0
22, Private,54560,0
34, Self-emp-not-inc,214288,3411
45, Self-emp-inc,88500,7298
30, Private,287092,2354
40, Private,225263,0
52, Local-gov,140027,0
44, Private,32000,0
44, Private,228516,0
27, Private,157612,0
24, Private,197200,0
28, Private,89598,0
40, Private,153799,0
67, ?,101761,0
49, Private,225456,0
36, Private,348960,0
17, Local-gov,157111,0
51, Self-emp-not-inc,85877,99999
72, Self-emp-not-inc,32819,0
21, ?,517995,0
59, Private,103948,0
32, Private,96016,0
21, Private,60668,0
29, Local-gov,270379,0
29, Private,190756,0
59, Local-gov,221417,0
23, Private,158940,0
67, State-gov,121395,0
26, Private,196866,0
35, Private,302239,0
41, Private,718736,0
31, Private,178615,0
29, Private,158096,0
19, ?,317988,0
23, Private,325596,0
31, Private,120461,0
80, ?,30680,0
22, Private,125010,0
67, Private,268781,0
46, Private,36020,0
35, Private,433682,0
32, Local-gov,349148,0
44, Self-emp-inc,148805,0
24, Private,285775,0
46, Local-gov,126524,0
52, Private,270221,15024
24, Private,117222,0
31, Private,118941,0
59, Private,172667,0
35, Private,241306,5013
33, State-gov,292317,0
34, Private,182918,7298
76, Self-emp-not-inc,106430,0
41, ?,119207,0
33, Private,377692,0
47, Private,284907,0
65, Federal-gov,190160,0
65, Self-emp-inc,226215,0
45, Private,169324,0
22, Private,191460,0
36, Self-emp-not-inc,219155,0
66, ?,52654,0
64, Self-emp-not-inc,198466,0
47, Private,255965,15024
38, ?,54953,0
25, Private,290441,0
44, Federal-gov,206927,7688
66, Self-emp-inc,165609,0
33, Self-emp-inc,206609,0
64, Private,211846,0
17, Private,102446,0
26, Private,114483,0
43, Private,199657,0
40, Private,192878,0
43, Private,346081,15024
24, Private,26668,0
72, ?,272425,3818
68, Local-gov,159643,0
51, ?,22743,0
21, Private,142875,0
18, ?,256304,0
36, Private,163380,0
48, Private,162187,0
32, Private,153353,0
75, Self-emp-inc,134414,0
25, Private,39212,0
42, Private,344060,7298
17, Local-gov,140240,0
70, ?,210722,2538
32, Private,285946,0
34, Private,216645,0
54, Private,54065,0
24, Private,44159,0
46, Private,188729,0
44, Self-emp-not-inc,296982,0
56, Local-gov,277203,0
39, Private,153949,0
46, Federal-gov,269890,0
35, Federal-gov,61518,0
39, Private,176050,0
25, Private,202700,0
18, Private,477083,0
50, Private,221532,0
43, Private,282155,4650
38, Private,365307,0
26, Private,248776,0
48, Private,166863,0
42, Private,191149,0
22, Private,126822,0
20, Private,281743,0
27, Private,212041,0
31, Private,264351,0
54, Private,117198,0
38, Private,202937,0
53, ?,201062,0
51, Private,96062,0
54, Self-emp-not-inc,99902,0
54, Private,76268,0
64, Private,200517,0
48, ?,222478,0
19, ?,168471,0
52, Private,403027,0
34, Self-emp-not-inc,201292,0
39, Self-emp-not-inc,360814,0
51, Private,155574,0
48, Private,135525,0
42, Self-emp-not-inc,24763,0
38, Self-emp-inc,184456,0
40, Private,30412,0
37, State-gov,93225,0
60, Self-emp-not-inc,359988,0
60, Self-emp-not-inc,122314,0
59, Federal-gov,51662,0
30, Private,137991,0
47, State-gov,119458,0
42, Private,208068,7298
32, Private,219553,0
23, Private,308924,0
27, Private,169748,0
55, Private,164970,0
39, Private,190987,0
33, Private,250804,0
30, Private,85374,0
81, Private,39667,0
41, Private,84817,3887
38, Private,227615,0
54, Private,155737,8614
38, Private,133935,0
22, Federal-gov,316438,0
44, Private,107433,0
36, State-gov,28572,0
32, Self-emp-not-inc,291414,0
22, Private,202153,0
45, Private,324655,0
32, Self-emp-not-inc,27207,0
30, Private,184435,0
34, Private,122749,0
36, Private,181146,0
21, Private,225311,0
40, Self-emp-not-inc,33474,0
42, Private,126319,0
52, Private,247806,15024
50, Private,85815,0
48, Private,204629,0
63, Private,195540,0
27, Private,113866,0
31, Private,114691,0
22, ?,227943,0
45, Private,310260,0
35, Private,189922,0
54, Private,249949,0
23, ?,38455,0
51, Private,123429,15024
71, Private,99549,0
50, Private,98954,0
36, Private,49794,0
47, ?,80451,0
38, Private,129764,1506
29, Private,189702,10520
59, Self-emp-not-inc,78020,0
27, Private,182843,0
42, Private,53956,0
31, State-gov,223376,0
44, Federal-gov,151933,0
47, Private,100931,0
23, Private,442478,0
24, Private,153082,0
46, Private,182414,0
35, Local-gov,217926,0
36, Private,176536,0
37, Private,237943,0
20, Private,117789,0
59, Private,113838,4650
17, Private,278414,0
36, Private,122493,0
57, Private,110820,0
28, Private,106141,99999
43, Self-emp-not-inc,215896,0
49, Private,547108,15024
50, Federal-gov,169078,4386
69, Self-emp-not-inc,227906,3456
57, Private,61298,0
49, Private,184285,0
48, Private,64156,0
61, Private,56248,0
51, Private,171275,0
41, Private,123490,0
60, Private,420842,0
40, Private,51233,0
36, Private,353263,0
17, Private,262031,0
50, Private,334421,0
24, Private,200153,0
70, ?,187972,0
29, Federal-gov,360186,0
20, Private,368832,0
36, Private,359131,0
35, Self-emp-not-inc,295279,0
34, Private,378272,0
18, Private,150817,0
40, Self-emp-not-inc,145246,0
51, Private,185490,0
29, Private,217424,0
24, Private,190483,0
50, Self-emp-not-inc,391016,0
38, Private,30509,3908
28, Private,267661,0
57, Private,197369,0
49, Self-emp-not-inc,393691,0
46, Private,168441,0
47, Self-emp-inc,85109,0
22, Private,190457,0
37, Self-emp-not-inc,289430,0
39, Private,166697,0
24, Local-gov,310355,0
31, Private,300828,0
20, Private,188923,0
36, Private,167482,0
29, Private,114968,0
42, Private,102988,0
67, Local-gov,330144,0
47, Private,362654,0
35, Private,179481,0
42, Private,204817,0
32, Private,172402,0
